mac,time,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63
dca6328e1dcb,1651135743.5163822,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,785.9414736480064,755.3502498841183,783.3798567744769,793.0731366021673,777.0025739983105,760.7115090492584,763.1022211997551,795.1785962914244,770.3739351769373,760.0592082199912,751.4745504672796,751.5597115332886,764.7875521999557,784.0975704591872,808.0,831.1708608944373,853.2930329025311,867.6203086604186,871.8331262346023,854.8362416275996,827.3094946874477,819.7151944425576,786.8780083342017,792.2278712592735,798.5298992523699,793.4009074862469,774.3080782220989,857.6269585315051,101.11874208078342,858.9790451460385,765.2012807098534,773.1041327014104,769.1917836274644,755.0158938724403,742.0303228305431,756.6769455983181,746.0247985154381,755.0205295222111,753.552254326135,740.5470950587816,718.0006963784924,694.4472622165056,672.2930908465444,652.8705844193013,638.5436555162066,630.7138812488591,629.9817457672881,637.8526475605474,649.5690879344552,661.2503308127717,668.1571671395885,685.1751600868205,715.0027971973257,746.7154745952437,759.7854960447719,762.8191135518302,828.5082980875931,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135743.7330868,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,635.5603826545515,619.0969229450264,584.410814410548,583.0548859241297,587.1567082134036,590.7622195096772,589.2809177293967,550.5233873324547,586.3147618813636,580.4825578774955,582.7949896833362,593.3295880031603,604.6693311223912,636.6576788196306,652.147989339843,681.4014969164656,680.5358183078978,664.824788948186,691.208362217935,685.8994095346635,701.8390128797344,702.5446605020923,712.7313659437193,707.4376297596842,685.7791189588671,715.3083251298002,745.9182260811167,725.9290598949735,101.11874208078342,699.3210993527937,700.9486429118755,663.6663318264683,642.9696726907109,650.6919393998976,637.8973271616679,612.4255056739554,616.4478891195913,570.3227156619312,545.0660510433574,535.8973782357962,549.1903130973816,531.7179703564664,504.92870783903743,482.59714048054616,454.1563607393383,448.9008799278522,430.30338134855504,429.5264834675506,438.64906246337745,464.51049503751796,476.2992756660459,494.82522166922735,500.99301392334803,495.0646422438185,504.349085455699,539.2327883205917,577.1698190307598,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135743.80881,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,614.6381049040159,647.0370932180009,666.8163165370206,648.7904129994524,641.6432030342097,655.1473116788316,668.9701039657901,667.1761386620477,663.9171635076171,678.0737423024136,670.2037003777284,679.2142519117219,687.160097793811,710.0176054155277,729.1261893527073,748.0407742897441,767.8450364494128,801.1522951349513,813.0713375836095,818.7313356651252,775.3483088264268,770.8183962516722,775.8981891975261,736.8968720248445,738.0108400287899,663.5781792675223,563.0435151922096,392.02040763205173,101.11874208078342,342.4047312757229,482.94513145905097,535.4213294219796,562.8854235099715,538.5471195726517,550.1781529650192,550.942828249901,531.6135814668395,551.4961468587065,537.0083798228851,499.361592435782,473.0856159301401,442.06899913927464,441.2085674598806,454.86261662176634,426.3906659391127,415.21681083501426,425.6195484232368,434.12555787467755,445.16626107556715,456.16225183590103,460.8210064656341,468.0021367472589,480.6922092150028,508.88210815472775,535.9888058532566,523.8263070904325,500.44979768204524,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135743.9000123,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,738.8105305150976,738.8477515699699,797.156195484925,793.0731366021673,766.8911265623042,713.9502783807848,736.8527668401606,775.737713405762,802.6169696685961,789.6815813984773,801.8690666187342,770.7619606597098,831.0006016844994,800.5379441350672,827.8804261486075,871.1601460122014,863.6903380263091,898.5377009341345,965.623632685116,991.4539827949657,988.1720497969976,964.2427080356895,962.2478890597786,956.1056426985461,956.4360930036047,932.5711769082294,938.9020183171405,1003.7579389474337,101.11874208078342,891.0089786304064,794.7232222604295,768.8283293427734,736.2207549369958,712.6071849202757,682.619952828805,694.2657992440647,644.274010029894,667.362719965687,667.9775445327485,668.6822862914794,626.5732199831078,621.575417789346,604.4849046915895,592.1114759907969,629.0985614353286,559.0438265467208,656.3025217077868,630.2205962994227,638.5491367154136,623.8990302925627,581.7387729900767,592.2769622397954,646.8446490464306,700.9429363364752,705.479269716694,683.4595818334834,715.8051410824038,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.003987,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,911.9265321285482,882.5927713277512,858.8859062762643,853.4149049553798,865.2883912315015,855.0748505247947,822.9957472551118,899.1401448050243,792.051765985027,783.6791435275026,788.7838740745148,785.3184067625054,788.7255542962964,813.9410298049853,852.9067944388765,874.1081168825742,906.0739484170152,954.4108130150245,953.189383071381,931.0263154175611,942.9045550849778,927.7526610039985,936.055553906925,923.5069030602857,900.5609363058115,888.4143177594561,876.5352246202089,865.8521813797087,101.11874208078342,836.4556174717221,771.6812813590855,747.1251568512467,734.1416757002697,724.0248614515941,717.0195255360902,700.4826907211911,689.7013846586071,673.4062666771077,668.7817282193048,677.0472657060214,681.9340144031532,679.1178101036668,658.7579221535025,619.4271547163556,599.0400654380306,591.486263576763,579.4695850517091,575.4389628796438,589.0076400183617,641.2807497500607,649.0747260524015,692.5207578116341,718.8560356566536,720.8994382020283,733.2046099145858,772.4124545862786,804.165405871205,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.100953,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,738.1395532011545,676.06212732263,706.1019756380801,739.3862319518805,738.3359668877035,712.8534211182548,712.8534211182548,631.1806397537871,661.0847146924515,643.5417624365958,632.9684036348102,636.8940257217051,655.7758763480097,688.7452359181876,728.8689868556626,760.0657866263946,775.6352235426135,779.2522056433335,778.6668093607175,780.098711702564,786.6492229704419,769.8837574595271,789.6378916946678,773.2509295177084,744.2613788179526,716.18223937766,696.8457505072411,738.4260287936768,101.11874208078342,751.7127110805031,675.1362825385702,659.893930870712,640.5700586196642,622.6756780218736,612.7095559888062,591.7609314579664,610.181120651893,614.6625090242612,614.2523911227371,608.6000328623061,600.3865421543024,593.0750374109502,586.9284453832511,583.09518948453,580.6901066834185,575.3920402647225,571.0709237914324,571.233752504174,576.3896251668657,614.7137545231927,611.5529412896319,643.4671708797582,677.1971647902847,693.8623782854926,683.7755479687761,683.4573871134908,757.1268057597749,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.2006304,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,665.552402144264,694.4263819873205,707.2488953685258,708.4306599802129,706.0552386322192,699.1151550352774,689.1044913509127,688.6160032993715,666.454049428766,666.796070774266,666.4833081180653,670.0783536273948,676.4259013373157,689.0174163255962,700.3370617067185,715.2041666545294,733.6320603681385,750.1799784051824,766.9947848584109,774.4004132230302,779.0160460478334,790.2012401913831,763.6916917185888,757.3803535872844,756.0581988180539,760.0657866263946,765.0150325320411,767.7551693085499,101.11874208078342,743.9764781227966,705.0453886098397,676.3933766677494,653.6887638624363,631.476048635259,613.0424128883743,589.6185207403173,571.0560392816103,556.3775696413363,544.5897538514657,534.0936247513164,521.4834609074386,508.138760576282,495.24640331859047,483.79334431139085,479.5633430528234,482.1037232795449,486.2303980624823,494.53513525330027,510.360656790862,538.9341332667657,550.0145452622139,576.427792529125,597.0008375203505,607.0271822579282,612.5136733167677,630.012698284725,662.7005356871232,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.306705,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,951.1177634762164,946.9371679261512,916.2494201908124,852.6505732127317,806.0825019810317,777.1447741572995,768.8283293427734,832.48663652938,762.3890083153088,787.492857110463,822.927700347971,780.3294176179699,759.5162934394496,771.2016597492513,781.3558728262046,807.5840513531703,850.5792144180341,842.862384971592,872.1123780797977,891.4033879226621,836.2116956847709,834.9622745968826,851.7611167457693,804.8975090034755,762.9213589879366,715.1685116110748,601.6419200820368,416.1081590163788,101.11874208078342,381.88610867639585,571.1076956231635,626.1629180971994,646.461909164028,639.935152964736,606.9308033046271,583.6480103624101,567.0696606238073,559.0,543.2973403211173,522.4959329985259,507.20902988807285,507.3943239729826,492.2194632478484,473.2546883021868,473.3201876108814,458.06768058879686,487.3048327279343,505.6055775008816,509.28675616002425,534.3865642023571,567.3535053209771,585.3520308327289,607.9424314850872,661.4295124954737,678.9499245157923,655.3365547564091,616.5557557918019,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.4002876,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,781.3897874940521,765.2894877103696,775.2638260618123,775.1548232450083,770.0006493503755,700.7859873028284,676.2403418903667,721.3522024642332,651.1105896850396,691.901727126042,707.77750741317,722.9280738773394,687.1862920635132,724.0476503656372,756.8441054801181,747.9659083140086,758.8688951327496,745.9845842911233,797.8734235453641,822.0523097710997,809.3658011060264,819.7737492747618,811.5824049349518,831.2809392738415,828.0869519561337,819.2203610750895,832.3460818673925,861.3042435748241,101.11874208078342,811.2126724848423,758.4932432131482,728.1133153568886,688.1780292918396,655.0915966488961,623.407571336762,631.0641805711999,585.9590429373029,563.4403251454407,547.9927006813139,531.2071159161933,510.6123774449656,479.96354028196765,452.9746129751644,454.6086228834645,461.34585724811706,460.2781767583599,463.02051790390453,467.08136336188795,500.6815355093495,522.914907035552,521.4642844912775,550.5233873324547,586.8014996572521,643.7709219901129,659.2548824240895,656.6010965571105,631.9976265778218,540.5783939448561,136.82105101189657,209.03827400741713
dca6328e1dcb,1651135744.5007336,223.5106261456041,229.2596780945136,129.84991336154215,258.87448696231155,908.8465216965953,879.4458482476338,877.8166095489422,878.1537450811219,870.0264363799528,847.8284024494579,817.2698452775558,816.1819650053535,775.7506042537125,763.1775678045051,764.3677125572482,769.6505700641038,780.7874230544444,793.9685132295865,815.1349581511028,836.5703795856031,856.862299322359,872.4201969234779,880.9562985755877,883.2513798460776,880.2596207937747,883.9920814124977,872.1123780797977,864.4177230945696,857.4240491145557,859.0157158050137,862.3375209278557,878.821938733894,101.11874208078342,851.0381895073805,782.3413577205285,732.4349800494239,685.4757472004388,645.012402981524,609.3882178053658,577.741291583006,544.3096545166179,518.7137939172237,493.0010141977398,479.09184923143914,473.4817842325088,472.2298169323915,467.2344165405626,457.3488821457859,448.0178567869812,439.9011252543008,440.477014156244,447.9207519193546,466.82759130111407,508.05117852436877,531.2701760874593,565.1061847122185,593.3843611016388,611.8594609875703,618.9426467775507,628.2435833337257,651.5489237194702,540.5783939448561,136.82105101189657,209.03827400741713
