,mac,time,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63
0,dca6328e1dcb,1649220911.0006406,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,1130.3671969762745,1063.8383335826925,1030.977206343574,986.9777099813349,913.3060823185182,836.2116956847709,787.1619909523071,766.6192014292363,765.7049039936991,769.6557672102509,780.2409884131953,800.4448763031718,825.1460476788336,855.0865453274306,884.454634223825,916.0458503808638,949.0732321586148,976.7440811184882,998.4558077351245,1013.7386250903139,1019.5685361955811,1011.9253925067796,985.0,944.5448639424175,906.3873344216588,880.6191004060722,869.7821566346369,887.2034715892404,43.60045871318328,800.2362151265088,746.0542875689409,701.4677469420815,670.8121942839143,655.3319769399324,650.0830716146976,644.5168733245081,641.404708432983,634.448579476698,632.4207460227724,638.3768479511142,651.8466077230133,657.749192321815,647.4295328450811,620.5159143809286,591.6840373036947,565.87277722117,547.8037969930475,529.9669801034778,508.47615479980965,473.10569643579646,470.2137811676727,466.244571013969,465.6189429136233,452.642242836437,433.1293109453573,435.36191840812165,492.1788292887048,143.45033983926285,234.78500803926983,199.46177578674065
1,dca6328e1dcb,1649220911.500163,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,614.8764103460142,577.6867663362214,562.611766673965,549.4142335251245,527.6438192568922,506.2529012262547,486.8860236235992,464.6342647717665,464.24670165764235,468.10682541488325,479.90103146378004,475.44189971015385,475.30411317387103,493.0365098042943,530.1339453383456,551.3401853665304,561.7276920359187,560.040177130177,563.6426172673603,566.0715502478463,575.302529109685,567.4028551214736,591.4609031880299,593.2638536098419,616.578462160332,675.5679092437709,758.225560107281,815.4317874598709,43.60045871318328,930.026343712908,870.676174016494,855.7458734928261,838.8945106507731,834.5549712271804,843.6456602152351,842.5971754047126,830.469746589242,798.6920558012331,766.2806274466294,751.0505974966001,745.0154360816962,732.7980622245121,706.7708256570867,671.8608486881789,642.4865757352444,627.2001275510074,615.3795576715236,600.1083235550062,583.3429523016456,564.1356219917335,553.2178594369491,542.6914408759365,538.4988393673658,536.4037658331641,531.7640454186425,542.6232578870905,581.543635508119,143.45033983926285,234.78500803926983,199.46177578674065
2,dca6328e1dcb,1649220911.6001184,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,644.3756668279769,594.3677312909913,561.2886957707237,545.7591043674855,529.377936827745,499.5207703389319,464.4620544242554,435.1149273467873,411.17514516322603,401.00498750015566,400.42477445832446,401.00124688085447,396.16410741004796,390.0166663105565,383.275357934736,372.4902683292545,357.2786027738017,341.0835674728409,326.72465471708745,322.8157369150395,324.56894491001447,339.8602654032978,352.5478690901421,393.14628320766303,459.2134579909435,539.0111316104706,624.8615846729577,762.1154768143736,43.60045871318328,878.8401447362313,800.65098513647,798.075810935277,793.3851523692639,789.2306380266798,790.1316346027413,794.0037783285417,784.9713370563285,779.9397412621055,776.0541218239872,770.1331053785443,760.166429145618,742.3213589814051,724.5550358668415,708.0112993448621,693.6353508869051,679.3180403905081,660.4801283914604,643.2122511271066,632.4531603209838,631.1339002145265,622.2129860425608,618.8069165741443,612.4377519389216,601.4399388135112,599.2161546553965,611.9616001024901,622.3961760807982,143.45033983926285,234.78500803926983,199.46177578674065
3,dca6328e1dcb,1649220912.3003924,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,903.5623940824452,800.4380050947107,775.5101546723937,752.4845513364378,683.187382787475,662.3360174412984,608.1685621601958,576.2377981354573,582.8353112157841,558.5525937635596,557.8189670493466,576.8500671751716,580.538543078752,625.6812287419209,697.8287755603089,705.6982357920416,724.7689286938286,734.706744218399,736.1555542139175,739.3578294709538,747.5326079844276,736.582649809239,740.4930789683317,740.0283778342557,739.7898350207307,822.5089665164751,928.0113145861962,1100.5839359176564,43.60045871318328,1131.0318297908332,1030.1033928688905,942.25102812361,955.7159619887071,949.9863156909156,924.3338141602308,933.1264651696467,871.201469236594,867.2098938549998,821.4821970073363,861.7917381827236,795.8800160828264,795.8800160828264,795.8404362684771,712.1270953980055,735.5501342532676,695.5070093104741,690.50850827488,675.9067983087609,649.5321393125978,698.3101030344613,649.1602267545355,655.6256553857544,691.9747105205507,704.3557339867406,707.6072356894042,740.6227109669268,715.6144213191906,143.45033983926285,234.78500803926983,199.46177578674065
4,dca6328e1dcb,1649220912.9004586,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,749.1662031885849,690.5048877451918,647.0927290582084,629.0389495094878,589.0950687282996,535.7854048030797,538.3985512610524,476.8752457404347,482.83019789569914,476.49554037787175,523.2379955622489,486.00925917105735,523.6792911697005,567.1728131707301,570.3139486282972,600.5938727626182,603.5238189168676,657.0030441329782,669.7141181130946,621.4772723117073,646.6753435843987,657.6602466319521,658.3836267708972,693.3238781406566,789.998101263541,857.0985940952185,936.4769084179278,1098.0173040530829,43.60045871318328,1173.1380992875477,1006.388096114019,961.2226589089544,964.5693339516864,928.5967908624281,933.0021436202599,952.2567930973241,921.638757865575,932.4430277502213,884.2002035738286,877.0005701252422,846.6835300157904,780.5075271898407,766.8376620902236,740.8596358285421,745.4998323272782,707.5945166548423,683.1690859516406,663.7740579444184,654.9412187364603,656.0868844901565,649.5429162110845,653.7583651472461,640.4529647054497,643.2993082539418,648.1211306538307,703.5353580311369,720.8363198396706,143.45033983926285,234.78500803926983,199.46177578674065
5,dca6328e1dcb,1649220913.1002626,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,756.3345820468611,691.2691227011372,591.4676660646802,583.1989368988939,559.9758923382327,470.15316653192923,499.3966359518254,463.1554814530429,454.25213263120736,486.5439342957633,451.16959117387336,502.7733087585299,528.602875512421,560.0142855320746,638.3603997742968,702.243547496166,647.7653896280659,680.2014407511939,683.9137372505395,695.0892029085188,755.0165561098644,703.4948471737373,770.3765313143956,778.6038787470815,800.3705391879439,856.4157868699059,990.123729641907,1088.72815707136,43.60045871318328,1148.9473443113047,1118.0053667134162,1062.715860425542,980.4310276607937,998.9794792687185,1000.6807682772763,960.4087671403255,974.2284126425384,875.823041487263,901.9717290469807,842.5111275229544,865.4623042050994,868.9907939673469,783.7378388211201,794.6219226776971,772.5283166331186,723.9917126597513,744.6475676452586,737.8787163213207,723.3615969900532,700.8637528079191,693.0007215003459,661.8798984710141,717.1868654681289,646.1153147852169,694.7438376840777,728.6288492778748,703.5055081518552,143.45033983926285,234.78500803926983,199.46177578674065
6,dca6328e1dcb,1649220913.30004,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,540.7032457827491,494.3885111933731,494.77671731802417,478.02614991232434,435.4698611844452,409.4300917128588,392.23079940259663,410.1219330881976,406.3594467955679,387.36287896493127,416.5249092191246,421.98815149243234,449.38736074794093,464.81178986768396,460.2053889297691,491.6146865178053,535.3298048866699,574.771258849988,597.0008375203505,591.9341179557063,563.6630198975271,607.595260021011,590.7935341555458,640.9282331119452,676.7584502612435,716.9783818219347,787.7220321915593,924.5782822454787,43.60045871318328,954.0366869256129,847.1328113111898,801.6994449293326,778.4118447197474,740.0675644831356,743.3794455054565,743.220694006834,723.865318964792,723.865318964792,713.0610072076582,706.4934536143983,675.4739077122076,661.1391684055635,650.6642759518921,663.2442988823952,649.0932136450049,625.5637457525812,590.8341560878146,566.467121729055,569.7411693040973,566.8483042225671,538.1087250732885,509.40062818964014,516.9081156259786,537.014897372503,548.8114430293888,536.8361016176166,535.6089991775717,143.45033983926285,234.78500803926983,199.46177578674065
7,dca6328e1dcb,1649220913.8004837,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,522.8852646613786,533.127564472144,527.5490498522389,518.0463299744531,505.1910529690723,484.9257675149878,493.0,482.6282213049709,498.08031480876656,496.25799741666634,512.3719352189383,512.3846211587542,554.9666656656055,564.3155145838186,551.931155127159,596.5383474681238,609.0582894928859,645.6516088417964,659.0295896240168,634.7479814855657,624.3204305482882,647.9274650761457,630.441115410472,638.658750820812,709.9415468896013,704.0063920164362,818.7704195926963,957.6324973600259,43.60045871318328,1047.5466576721058,912.6910758849349,862.9420606274792,869.9063167950903,810.38571063414,812.8769894639656,792.2739425224081,760.5524308027685,751.9208734966732,714.8321481298949,696.0869198598692,659.7764773012145,639.4575826432899,616.8346618016857,624.0713100279487,596.9128914674234,572.4727067729955,574.5720146335009,549.0227681981869,546.1547399776001,527.045538829426,510.06666230993767,495.0838312851673,492.6865129065337,491.10487678295357,492.6662156064692,476.1774879181081,452.2488253163296,143.45033983926285,234.78500803926983,199.46177578674065
8,dca6328e1dcb,1649220914.1004944,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,533.2063390470897,504.012896660393,497.1538997131572,474.51132757817277,435.1471015645169,409.91950429322094,421.62779794505957,444.4063455892591,477.2525536862008,488.01639316727875,488.7954582440389,500.62460986251966,527.4665866194749,553.4835137562816,585.8088425416605,603.6795507551999,657.3431371817918,699.086546859543,719.7923311622596,725.0999931043993,688.6864308232012,711.8047485090276,696.6275906106505,705.002836873725,734.8040555141214,757.1664282045263,825.8456272209716,964.1809996053646,43.60045871318328,995.4345784630951,818.8046164989545,784.0465547402144,758.91765034159,725.9593652540065,699.8092597272488,724.5246717676355,687.4598170075107,708.0713240910127,692.6304931202495,662.3329978190728,643.7701453158572,601.2528586210631,600.1416499460773,580.4007236384186,546.9232121605372,529.4997639281816,505.31970078357324,491.2107490680553,486.37845347013473,488.07888706642495,440.096580309368,428.4343590329795,414.56000771902734,414.77222664976017,409.5753898856717,395.6677899450497,441.2912870202628,143.45033983926285,234.78500803926983,199.46177578674065
9,dca6328e1dcb,1649220914.200371,129.07749610214788,56.32051136131489,39.20459156782532,137.0875632579411,532.8602068085024,516.9767886472274,513.6263233129704,498.566946357257,476.7315806614871,469.3964209492867,475.988445237907,492.74131144039467,506.6142516747826,525.449331524934,532.9183802422281,551.0145188649751,564.621111897173,596.3094834060582,627.8574679017523,666.8493083148546,706.1345480855614,734.7217160258706,749.4598054599059,744.438714737486,746.0730527233911,743.9334647668433,747.0475219154401,741.201726927292,778.3945015222038,816.0618849082464,880.9523256113239,994.77133050767,43.60045871318328,1008.105153245434,920.9239925205554,870.0695374508867,820.8465142765729,784.9203781276162,745.8853799344776,724.8461905811466,698.1812085698097,688.447528864764,655.6134531871658,631.5607650891559,600.4881347703716,585.2110730326281,559.3612428475896,539.2559689053056,506.32005688102066,485.02577251111103,463.83833390525194,439.94545116411877,425.21523961401004,401.47851748256716,388.4765115164622,359.9069324144785,337.2032028317643,331.6519259705874,333.14261210478617,329.49203328760467,316.6275414426231,143.45033983926285,234.78500803926983,199.46177578674065
